pair,contrast,model,n,n_pos,n_neg,n_scaffolds,n_splits,cv_auroc,rank_auroc_docking,note
AChE/BChE,D_vs_A,ECFP4,52,27,25,45,5,0.8948,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,docking,52,27,25,45,5,0.6119,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,docking+physchem,52,27,25,45,5,0.6193,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,ECFP4+docking,52,27,25,45,5,0.8933,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,ECFP4+physchem,52,27,25,45,5,0.8444,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_A,ECFP4+docking+physchem,52,27,25,45,5,0.843,0.6504,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,physchem,55,27,28,50,5,0.7989,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,ECFP4,55,27,28,50,5,0.8214,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,docking,55,27,28,50,5,0.5291,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,docking+physchem,55,27,28,50,5,0.7778,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,ECFP4+docking,55,27,28,50,5,0.8082,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,ECFP4+physchem,55,27,28,50,5,0.7923,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
AChE/BChE,D_vs_B,ECFP4+docking+physchem,55,27,28,50,5,0.7897,0.6058,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,physchem,55,28,27,46,5,0.4854,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,ECFP4,55,28,27,46,5,0.7817,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,docking,55,28,27,46,5,0.6534,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,docking+physchem,55,28,27,46,5,0.5013,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,ECFP4+docking,55,28,27,46,5,0.7857,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,ECFP4+physchem,55,28,27,46,5,0.7566,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_A,ECFP4+docking+physchem,55,28,27,46,5,0.7513,0.6905,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,physchem,56,28,28,44,5,0.6952,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,ECFP4,56,28,28,44,5,0.7691,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,docking,56,28,28,44,5,0.2449,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,docking+physchem,56,28,28,44,5,0.6913,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,ECFP4+docking,56,28,28,44,5,0.7717,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,ECFP4+physchem,56,28,28,44,5,0.7742,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/PIK3CB,D_vs_B,ECFP4+docking+physchem,56,28,28,44,5,0.7755,0.5,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,physchem,32,18,14,31,5,0.5357,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,ECFP4,32,18,14,31,5,0.7619,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,docking,32,18,14,31,5,0.627,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,docking+physchem,32,18,14,31,5,0.6071,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,ECFP4+docking,32,18,14,31,5,0.7421,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,ECFP4+physchem,32,18,14,31,5,0.6548,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_A,ECFP4+docking+physchem,32,18,14,31,5,0.6587,0.7143,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,physchem,30,18,12,28,5,0.2222,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,ECFP4,30,18,12,28,5,0.8889,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,docking,30,18,12,28,5,0.6343,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,docking+physchem,30,18,12,28,5,0.4352,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,ECFP4+docking,30,18,12,28,5,0.8981,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,ECFP4+physchem,30,18,12,28,5,0.8287,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
PIK3CA/mTOR,D_vs_B,ECFP4+docking+physchem,30,18,12,28,5,0.838,0.6921,scaffold GroupKFold logistic; docking rank AUROC is not the logistic AUROC
